candidate_name,normalized_name,status,score,label,risk_category,book_class,confidence,topic,audience,problem,domain,template
Rückruftraining Hund strukturierter Leitfaden Arbeitsbuch für Ersthundbesitzer,rueckruftraining hund strukturierter leitfaden arbeitsbuch fuer ersthundbesitzer,needs_manual_review,58,MAYBE,low,sachbuch,55,Rückruftraining Hund strukturierter Leitfaden,Ersthundbesitzer,,haustiere_hunde,domain_aware:{topic} Arbeitsbuch für {audience}
Rückruftraining Hund strukturierter Leitfaden Checkliste für Ersthundbesitzer,rueckruftraining hund strukturierter leitfaden checkliste fuer ersthundbesitzer,needs_manual_review,58,MAYBE,low,sachbuch,55,Rückruftraining Hund strukturierter Leitfaden,Ersthundbesitzer,,haustiere_hunde,domain_aware:{topic} Checkliste für {audience}
Rückruftraining Hund strukturierter Leitfaden Planer für Ersthundbesitzer,rueckruftraining hund strukturierter leitfaden planer fuer ersthundbesitzer,needs_manual_review,58,MAYBE,low,sachbuch,55,Rückruftraining Hund strukturierter Leitfaden,Ersthundbesitzer,,haustiere_hunde,domain_aware:{topic} Planer für {audience}
KI für Angebote mit Vorlagen Leitfaden Praxisratgeber für Handwerker,ki fuer angebote mit vorlagen leitfaden praxisratgeber fuer handwerker,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Handwerker,,ki_workflows,domain_aware:{topic} Praxisratgeber für {audience}
Hund bleibt alleine mit Vorlagen Leitfaden für Familien mit Hund,hund bleibt alleine mit vorlagen leitfaden fuer familien mit hund,needs_manual_review,58,MAYBE,low,sachbuch,55,Hund bleibt alleine mit Vorlagen Leitfaden,Familien mit Hund,,haustiere_hunde,domain_aware:{topic} für {audience}
Hund bleibt alleine mit Vorlagen Leitfaden Praxisratgeber für Familien mit Hund,hund bleibt alleine mit vorlagen leitfaden praxisratgeber fuer familien mit hund,needs_manual_review,58,MAYBE,low,sachbuch,55,Hund bleibt alleine mit Vorlagen Leitfaden,Familien mit Hund,,haustiere_hunde,domain_aware:{topic} Praxisratgeber für {audience}
Hund bleibt alleine mit Vorlagen Leitfaden Arbeitsbuch für Familien mit Hund,hund bleibt alleine mit vorlagen leitfaden arbeitsbuch fuer familien mit hund,needs_manual_review,58,MAYBE,low,sachbuch,55,Hund bleibt alleine mit Vorlagen Leitfaden,Familien mit Hund,,haustiere_hunde,domain_aware:{topic} Arbeitsbuch für {audience}
Leinenführigkeit Hund Planer für Senioren mit Hund,leinenfuehrigkeit hund planer fuer senioren mit hund,needs_manual_review,58,MAYBE,low,sachbuch,55,Leinenführigkeit Hund,Senioren mit Hund,,haustiere_hunde,domain_aware:{topic} Planer für {audience}
Leinenführigkeit Hund Checkliste für Senioren mit Hund,leinenfuehrigkeit hund checkliste fuer senioren mit hund,needs_manual_review,58,MAYBE,low,sachbuch,55,Leinenführigkeit Hund,Senioren mit Hund,,haustiere_hunde,domain_aware:{topic} Checkliste für {audience}
Arzttermin Vorbereitung Monatsplan Workbook Planer für Menschen mit Bluthochdruck,arzttermin vorbereitung monatsplan workbook planer fuer menschen mit bluthochdruck,needs_manual_review,58,MAYBE,low,sachbuch,55,Arzttermin Vorbereitung Monatsplan Workbook,Menschen mit Bluthochdruck,,gesundheit_tracking,domain_aware:{topic} Planer für {audience}
Arzttermin Vorbereitung Monatsplan Workbook Checkliste für Menschen mit Bluthochdruck,arzttermin vorbereitung monatsplan workbook checkliste fuer menschen mit bluthochdruck,needs_manual_review,58,MAYBE,low,sachbuch,55,Arzttermin Vorbereitung Monatsplan Workbook,Menschen mit Bluthochdruck,,gesundheit_tracking,domain_aware:{topic} Checkliste für {audience}
Hund bleibt alleine mit Vorlagen Leitfaden Checkliste für Familien mit Hund,hund bleibt alleine mit vorlagen leitfaden checkliste fuer familien mit hund,needs_manual_review,58,MAYBE,low,sachbuch,55,Hund bleibt alleine mit Vorlagen Leitfaden,Familien mit Hund,,haustiere_hunde,domain_aware:{topic} Checkliste für {audience}
Arzttermin Vorbereitung Monatsplan Workbook Arbeitsbuch für Menschen mit Bluthochdruck,arzttermin vorbereitung monatsplan workbook arbeitsbuch fuer menschen mit bluthochdruck,needs_manual_review,58,MAYBE,low,sachbuch,55,Arzttermin Vorbereitung Monatsplan Workbook,Menschen mit Bluthochdruck,,gesundheit_tracking,domain_aware:{topic} Arbeitsbuch für {audience}
Arzttermin Vorbereitung Monatsplan Workbook Praxisratgeber für Menschen mit Bluthochdruck,arzttermin vorbereitung monatsplan workbook praxisratgeber fuer menschen mit bluthochdruck,needs_manual_review,58,MAYBE,low,sachbuch,55,Arzttermin Vorbereitung Monatsplan Workbook,Menschen mit Bluthochdruck,,gesundheit_tracking,domain_aware:{topic} Praxisratgeber für {audience}
Arzttermin Vorbereitung Monatsplan Workbook für Menschen mit Bluthochdruck,arzttermin vorbereitung monatsplan workbook fuer menschen mit bluthochdruck,needs_manual_review,58,MAYBE,low,sachbuch,55,Arzttermin Vorbereitung Monatsplan Workbook,Menschen mit Bluthochdruck,,gesundheit_tracking,domain_aware:{topic} für {audience}
KI für Angebote mit Vorlagen Leitfaden Arbeitsbuch für Handwerker,ki fuer angebote mit vorlagen leitfaden arbeitsbuch fuer handwerker,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Handwerker,,ki_workflows,domain_aware:{topic} Arbeitsbuch für {audience}
KI für Angebote mit Vorlagen Leitfaden Checkliste für Handwerker,ki fuer angebote mit vorlagen leitfaden checkliste fuer handwerker,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Handwerker,,ki_workflows,domain_aware:{topic} Checkliste für {audience}
KI für Angebote mit Vorlagen Leitfaden Planer für Handwerker,ki fuer angebote mit vorlagen leitfaden planer fuer handwerker,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Handwerker,,ki_workflows,domain_aware:{topic} Planer für {audience}
KI für Angebote mit Vorlagen Leitfaden Hilfe bei Ki Workflows Thema 7: Routine fehlt,ki fuer angebote mit vorlagen leitfaden hilfe bei ki workflows thema 7 routine fehlt,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Handwerker,Ki Workflows Thema 7: Routine fehlt,ki_workflows,domain_aware:{topic} Hilfe bei {problem}
KI für Angebote mit Vorlagen Leitfaden für Lehrer,ki fuer angebote mit vorlagen leitfaden fuer lehrer,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Lehrer,,ki_workflows,domain_aware:{topic} für {audience}
Arzttermin Vorbereitung Monatsplan Workbook Planer für Reha-Patienten,arzttermin vorbereitung monatsplan workbook planer fuer rehapatienten,needs_manual_review,58,MAYBE,low,sachbuch,55,Arzttermin Vorbereitung Monatsplan Workbook,Reha-Patienten,,gesundheit_tracking,domain_aware:{topic} Planer für {audience}
Arzttermin Vorbereitung Monatsplan Workbook Checkliste für Reha-Patienten,arzttermin vorbereitung monatsplan workbook checkliste fuer rehapatienten,needs_manual_review,58,MAYBE,low,sachbuch,55,Arzttermin Vorbereitung Monatsplan Workbook,Reha-Patienten,,gesundheit_tracking,domain_aware:{topic} Checkliste für {audience}
Arzttermin Vorbereitung Monatsplan Workbook Arbeitsbuch für Reha-Patienten,arzttermin vorbereitung monatsplan workbook arbeitsbuch fuer rehapatienten,needs_manual_review,58,MAYBE,low,sachbuch,55,Arzttermin Vorbereitung Monatsplan Workbook,Reha-Patienten,,gesundheit_tracking,domain_aware:{topic} Arbeitsbuch für {audience}
Arzttermin Vorbereitung Monatsplan Workbook Praxisratgeber für Reha-Patienten,arzttermin vorbereitung monatsplan workbook praxisratgeber fuer rehapatienten,needs_manual_review,58,MAYBE,low,sachbuch,55,Arzttermin Vorbereitung Monatsplan Workbook,Reha-Patienten,,gesundheit_tracking,domain_aware:{topic} Praxisratgeber für {audience}
KI für Angebote mit Vorlagen Leitfaden Praxisratgeber für Lehrer,ki fuer angebote mit vorlagen leitfaden praxisratgeber fuer lehrer,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Lehrer,,ki_workflows,domain_aware:{topic} Praxisratgeber für {audience}
KI für Angebote mit Vorlagen Leitfaden Arbeitsbuch für Lehrer,ki fuer angebote mit vorlagen leitfaden arbeitsbuch fuer lehrer,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Lehrer,,ki_workflows,domain_aware:{topic} Arbeitsbuch für {audience}
KI für Angebote mit Vorlagen Leitfaden Checkliste für Lehrer,ki fuer angebote mit vorlagen leitfaden checkliste fuer lehrer,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Lehrer,,ki_workflows,domain_aware:{topic} Checkliste für {audience}
KI für Angebote mit Vorlagen Leitfaden Planer für Lehrer,ki fuer angebote mit vorlagen leitfaden planer fuer lehrer,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Lehrer,,ki_workflows,domain_aware:{topic} Planer für {audience}
KI für Angebote mit Vorlagen Leitfaden für Gastronomen,ki fuer angebote mit vorlagen leitfaden fuer gastronomen,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Gastronomen,,ki_workflows,domain_aware:{topic} für {audience}
KI für Angebote mit Vorlagen Leitfaden Praxisratgeber für Gastronomen,ki fuer angebote mit vorlagen leitfaden praxisratgeber fuer gastronomen,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Gastronomen,,ki_workflows,domain_aware:{topic} Praxisratgeber für {audience}
Hund bleibt alleine mit Vorlagen Leitfaden Planer für Familien mit Hund,hund bleibt alleine mit vorlagen leitfaden planer fuer familien mit hund,needs_manual_review,58,MAYBE,low,sachbuch,55,Hund bleibt alleine mit Vorlagen Leitfaden,Familien mit Hund,,haustiere_hunde,domain_aware:{topic} Planer für {audience}
Hund bleibt alleine mit Vorlagen Leitfaden für Hundehalter mit Angsthund,hund bleibt alleine mit vorlagen leitfaden fuer hundehalter mit angsthund,needs_manual_review,58,MAYBE,low,sachbuch,55,Hund bleibt alleine mit Vorlagen Leitfaden,Hundehalter mit Angsthund,,haustiere_hunde,domain_aware:{topic} für {audience}
KI für Angebote mit Vorlagen Leitfaden Arbeitsbuch für Gastronomen,ki fuer angebote mit vorlagen leitfaden arbeitsbuch fuer gastronomen,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Gastronomen,,ki_workflows,domain_aware:{topic} Arbeitsbuch für {audience}
KI für Angebote mit Vorlagen Leitfaden Checkliste für Gastronomen,ki fuer angebote mit vorlagen leitfaden checkliste fuer gastronomen,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Gastronomen,,ki_workflows,domain_aware:{topic} Checkliste für {audience}
KI für Angebote mit Vorlagen Leitfaden Planer für Gastronomen,ki fuer angebote mit vorlagen leitfaden planer fuer gastronomen,needs_manual_review,58,MAYBE,low,sachbuch,55,KI für Angebote mit Vorlagen Leitfaden,Gastronomen,,ki_workflows,domain_aware:{topic} Planer für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden für Handwerker,ki workflows thema 8 mit checklisten leitfaden fuer handwerker,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Handwerker,,ki_workflows,domain_aware:{topic} für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Praxisratgeber für Handwerker,ki workflows thema 8 mit checklisten leitfaden praxisratgeber fuer handwerker,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Handwerker,,ki_workflows,domain_aware:{topic} Praxisratgeber für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Arbeitsbuch für Handwerker,ki workflows thema 8 mit checklisten leitfaden arbeitsbuch fuer handwerker,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Handwerker,,ki_workflows,domain_aware:{topic} Arbeitsbuch für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Checkliste für Handwerker,ki workflows thema 8 mit checklisten leitfaden checkliste fuer handwerker,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Handwerker,,ki_workflows,domain_aware:{topic} Checkliste für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Planer für Handwerker,ki workflows thema 8 mit checklisten leitfaden planer fuer handwerker,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Handwerker,,ki_workflows,domain_aware:{topic} Planer für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden für Lehrer,ki workflows thema 8 mit checklisten leitfaden fuer lehrer,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Lehrer,,ki_workflows,domain_aware:{topic} für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Praxisratgeber für Lehrer,ki workflows thema 8 mit checklisten leitfaden praxisratgeber fuer lehrer,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Lehrer,,ki_workflows,domain_aware:{topic} Praxisratgeber für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Arbeitsbuch für Lehrer,ki workflows thema 8 mit checklisten leitfaden arbeitsbuch fuer lehrer,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Lehrer,,ki_workflows,domain_aware:{topic} Arbeitsbuch für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Checkliste für Lehrer,ki workflows thema 8 mit checklisten leitfaden checkliste fuer lehrer,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Lehrer,,ki_workflows,domain_aware:{topic} Checkliste für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Planer für Lehrer,ki workflows thema 8 mit checklisten leitfaden planer fuer lehrer,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Lehrer,,ki_workflows,domain_aware:{topic} Planer für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden für Gastronomen,ki workflows thema 8 mit checklisten leitfaden fuer gastronomen,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Gastronomen,,ki_workflows,domain_aware:{topic} für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Praxisratgeber für Gastronomen,ki workflows thema 8 mit checklisten leitfaden praxisratgeber fuer gastronomen,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Gastronomen,,ki_workflows,domain_aware:{topic} Praxisratgeber für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Arbeitsbuch für Gastronomen,ki workflows thema 8 mit checklisten leitfaden arbeitsbuch fuer gastronomen,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Gastronomen,,ki_workflows,domain_aware:{topic} Arbeitsbuch für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Checkliste für Gastronomen,ki workflows thema 8 mit checklisten leitfaden checkliste fuer gastronomen,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Gastronomen,,ki_workflows,domain_aware:{topic} Checkliste für {audience}
Ki Workflows Thema 8 mit Checklisten Leitfaden Planer für Gastronomen,ki workflows thema 8 mit checklisten leitfaden planer fuer gastronomen,needs_manual_review,58,MAYBE,low,sachbuch,55,Ki Workflows Thema 8 mit Checklisten Leitfaden,Gastronomen,,ki_workflows,domain_aware:{topic} Planer für {audience}
Morgenroutine mit Kindern Monatsplan Workbook für Eltern,morgenroutine mit kindern monatsplan workbook fuer eltern,needs_manual_review,58,MAYBE,low,sachbuch,55,Morgenroutine mit Kindern Monatsplan Workbook,Eltern,,eltern_kind,domain_aware:{topic} für {audience}
Hobbys Kreativ Checkliste Wochenplan Workbook für Menschen mit wenig Zeit,hobbys kreativ checkliste wochenplan workbook fuer menschen mit wenig zeit,needs_manual_review,58,MAYBE,low,sachbuch,55,Hobbys Kreativ Checkliste Wochenplan Workbook,Menschen mit wenig Zeit,,hobbys_kreativ,domain_aware:{topic} für {audience}
Morgenroutine mit Kindern Monatsplan Workbook Planer für Mütter,morgenroutine mit kindern monatsplan workbook planer fuer muetter,needs_manual_review,58,MAYBE,low,sachbuch,55,Morgenroutine mit Kindern Monatsplan Workbook,Mütter,,eltern_kind,domain_aware:{topic} Planer für {audience}
Morgenroutine mit Kindern Monatsplan Workbook Checkliste für Mütter,morgenroutine mit kindern monatsplan workbook checkliste fuer muetter,needs_manual_review,58,MAYBE,low,sachbuch,55,Morgenroutine mit Kindern Monatsplan Workbook,Mütter,,eltern_kind,domain_aware:{topic} Checkliste für {audience}
Morgenroutine mit Kindern Monatsplan Workbook Arbeitsbuch für Mütter,morgenroutine mit kindern monatsplan workbook arbeitsbuch fuer muetter,needs_manual_review,58,MAYBE,low,sachbuch,55,Morgenroutine mit Kindern Monatsplan Workbook,Mütter,,eltern_kind,domain_aware:{topic} Arbeitsbuch für {audience}
Morgenroutine mit Kindern Monatsplan Workbook Praxisratgeber für Mütter,morgenroutine mit kindern monatsplan workbook praxisratgeber fuer muetter,needs_manual_review,58,MAYBE,low,sachbuch,55,Morgenroutine mit Kindern Monatsplan Workbook,Mütter,,eltern_kind,domain_aware:{topic} Praxisratgeber für {audience}
Morgenroutine mit Kindern Monatsplan Workbook für Mütter,morgenroutine mit kindern monatsplan workbook fuer muetter,needs_manual_review,58,MAYBE,low,sachbuch,55,Morgenroutine mit Kindern Monatsplan Workbook,Mütter,,eltern_kind,domain_aware:{topic} für {audience}
Medienzeit Planer mit Vorlagen Journal Planer für Väter,medienzeit planer mit vorlagen journal planer fuer vaeter,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Väter,,eltern_kind,domain_aware:{topic} Planer für {audience}
Medienzeit Planer mit Vorlagen Journal Checkliste für Väter,medienzeit planer mit vorlagen journal checkliste fuer vaeter,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Väter,,eltern_kind,domain_aware:{topic} Checkliste für {audience}
Medienzeit Planer mit Vorlagen Journal Arbeitsbuch für Väter,medienzeit planer mit vorlagen journal arbeitsbuch fuer vaeter,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Väter,,eltern_kind,domain_aware:{topic} Arbeitsbuch für {audience}
Medienzeit Planer mit Vorlagen Journal Praxisratgeber für Väter,medienzeit planer mit vorlagen journal praxisratgeber fuer vaeter,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Väter,,eltern_kind,domain_aware:{topic} Praxisratgeber für {audience}
Medienzeit Planer mit Vorlagen Journal für Väter,medienzeit planer mit vorlagen journal fuer vaeter,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Väter,,eltern_kind,domain_aware:{topic} für {audience}
Medienzeit Planer mit Vorlagen Journal Planer für Eltern von Schulkindern,medienzeit planer mit vorlagen journal planer fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} Planer für {audience}
Medienzeit Planer mit Vorlagen Journal Checkliste für Eltern von Schulkindern,medienzeit planer mit vorlagen journal checkliste fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} Checkliste für {audience}
Medienzeit Planer mit Vorlagen Journal für Eltern,medienzeit planer mit vorlagen journal fuer eltern,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Eltern,,eltern_kind,domain_aware:{topic} für {audience}
Hobbys Kreativ Checkliste Wochenplan Workbook Praxisratgeber für Menschen mit wenig Zeit,hobbys kreativ checkliste wochenplan workbook praxisratgeber fuer menschen mit wenig zeit,needs_manual_review,58,MAYBE,low,sachbuch,55,Hobbys Kreativ Checkliste Wochenplan Workbook,Menschen mit wenig Zeit,,hobbys_kreativ,domain_aware:{topic} Praxisratgeber für {audience}
Medienzeit Planer mit Vorlagen Journal Planer für Mütter,medienzeit planer mit vorlagen journal planer fuer muetter,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Mütter,,eltern_kind,domain_aware:{topic} Planer für {audience}
Medienzeit Planer mit Vorlagen Journal Checkliste für Mütter,medienzeit planer mit vorlagen journal checkliste fuer muetter,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Mütter,,eltern_kind,domain_aware:{topic} Checkliste für {audience}
Medienzeit Planer mit Vorlagen Journal Arbeitsbuch für Mütter,medienzeit planer mit vorlagen journal arbeitsbuch fuer muetter,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Mütter,,eltern_kind,domain_aware:{topic} Arbeitsbuch für {audience}
Medienzeit Planer mit Vorlagen Journal Praxisratgeber für Mütter,medienzeit planer mit vorlagen journal praxisratgeber fuer muetter,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Mütter,,eltern_kind,domain_aware:{topic} Praxisratgeber für {audience}
Medienzeit Planer mit Vorlagen Journal für Mütter,medienzeit planer mit vorlagen journal fuer muetter,needs_manual_review,58,MAYBE,low,sachbuch,55,Medienzeit Planer mit Vorlagen Journal,Mütter,,eltern_kind,domain_aware:{topic} für {audience}
Familienkalender strukturierter Journal Planer für Eltern von Schulkindern,familienkalender strukturierter journal planer fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Familienkalender strukturierter Journal,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} Planer für {audience}
Familienkalender strukturierter Journal Checkliste für Eltern von Schulkindern,familienkalender strukturierter journal checkliste fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Familienkalender strukturierter Journal,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} Checkliste für {audience}
Familienkalender strukturierter Journal Arbeitsbuch für Eltern von Schulkindern,familienkalender strukturierter journal arbeitsbuch fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Familienkalender strukturierter Journal,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} Arbeitsbuch für {audience}
Familienkalender strukturierter Journal Praxisratgeber für Eltern von Schulkindern,familienkalender strukturierter journal praxisratgeber fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Familienkalender strukturierter Journal,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} Praxisratgeber für {audience}
Familienkalender strukturierter Journal für Eltern von Schulkindern,familienkalender strukturierter journal fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Familienkalender strukturierter Journal,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} für {audience}
Familienkalender strukturierter Journal Planer für Junge Eltern,familienkalender strukturierter journal planer fuer junge eltern,needs_manual_review,58,MAYBE,low,sachbuch,55,Familienkalender strukturierter Journal,Junge Eltern,,eltern_kind,domain_aware:{topic} Planer für {audience}
Familienkalender strukturierter Journal Checkliste für Junge Eltern,familienkalender strukturierter journal checkliste fuer junge eltern,needs_manual_review,58,MAYBE,low,sachbuch,55,Familienkalender strukturierter Journal,Junge Eltern,,eltern_kind,domain_aware:{topic} Checkliste für {audience}
Familienkalender strukturierter Journal Arbeitsbuch für Junge Eltern,familienkalender strukturierter journal arbeitsbuch fuer junge eltern,needs_manual_review,58,MAYBE,low,sachbuch,55,Familienkalender strukturierter Journal,Junge Eltern,,eltern_kind,domain_aware:{topic} Arbeitsbuch für {audience}
Familienkalender strukturierter Journal Praxisratgeber für Junge Eltern,familienkalender strukturierter journal praxisratgeber fuer junge eltern,needs_manual_review,58,MAYBE,low,sachbuch,55,Familienkalender strukturierter Journal,Junge Eltern,,eltern_kind,domain_aware:{topic} Praxisratgeber für {audience}
Hobbys Kreativ Checkliste Wochenplan Workbook Arbeitsbuch für Menschen mit wenig Zeit,hobbys kreativ checkliste wochenplan workbook arbeitsbuch fuer menschen mit wenig zeit,needs_manual_review,58,MAYBE,low,sachbuch,55,Hobbys Kreativ Checkliste Wochenplan Workbook,Menschen mit wenig Zeit,,hobbys_kreativ,domain_aware:{topic} Arbeitsbuch für {audience}
Schulstart Checkliste Planer für Eltern von Schulkindern,schulstart checkliste planer fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Schulstart Checkliste,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} Planer für {audience}
Schulstart Checkliste Checkliste für Eltern von Schulkindern,schulstart checkliste checkliste fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Schulstart Checkliste,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} Checkliste für {audience}
Schulstart Checkliste Arbeitsbuch für Eltern von Schulkindern,schulstart checkliste arbeitsbuch fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Schulstart Checkliste,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} Arbeitsbuch für {audience}
Schulstart Checkliste Praxisratgeber für Eltern von Schulkindern,schulstart checkliste praxisratgeber fuer eltern von schulkindern,needs_manual_review,58,MAYBE,low,sachbuch,55,Schulstart Checkliste,Eltern von Schulkindern,,eltern_kind,domain_aware:{topic} Praxisratgeber für {audience}
Einbürgerungstest Vorbereitung mit Vorlagen Journal für Schüler,einbuergerungstest vorbereitung mit vorlagen journal fuer schueler,needs_manual_review,58,MAYBE,low,sachbuch,55,Einbürgerungstest Vorbereitung mit Vorlagen Journal,Schüler,,lernen_pruefung,domain_aware:{topic} für {audience}
Einbürgerungstest Vorbereitung mit Vorlagen Journal Praxisratgeber für Schüler,einbuergerungstest vorbereitung mit vorlagen journal praxisratgeber fuer schueler,needs_manual_review,58,MAYBE,low,sachbuch,55,Einbürgerungstest Vorbereitung mit Vorlagen Journal,Schüler,,lernen_pruefung,domain_aware:{topic} Praxisratgeber für {audience}
Einbürgerungstest Vorbereitung mit Vorlagen Journal Arbeitsbuch für Schüler,einbuergerungstest vorbereitung mit vorlagen journal arbeitsbuch fuer schueler,needs_manual_review,58,MAYBE,low,sachbuch,55,Einbürgerungstest Vorbereitung mit Vorlagen Journal,Schüler,,lernen_pruefung,domain_aware:{topic} Arbeitsbuch für {audience}
Einbürgerungstest Vorbereitung mit Vorlagen Journal Checkliste für Schüler,einbuergerungstest vorbereitung mit vorlagen journal checkliste fuer schueler,needs_manual_review,58,MAYBE,low,sachbuch,55,Einbürgerungstest Vorbereitung mit Vorlagen Journal,Schüler,,lernen_pruefung,domain_aware:{topic} Checkliste für {audience}
Einbürgerungstest Vorbereitung mit Vorlagen Journal Planer für Schüler,einbuergerungstest vorbereitung mit vorlagen journal planer fuer schueler,needs_manual_review,58,MAYBE,low,sachbuch,55,Einbürgerungstest Vorbereitung mit Vorlagen Journal,Schüler,,lernen_pruefung,domain_aware:{topic} Planer für {audience}
